Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Fatal flake","Dermatologist's Dream Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109138173/fatal-flake,3.0,-1,Trad,5.11a,1,70,61.83034,-149.18305
"Wild Kingdom","Dermatologist's Dream Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108324468/wild-kingdom,2.7,-1,"Trad, Sport",5.11b,1,90,61.83034,-149.18305
"Gumby Drop","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109220074/gumby-drop,2.9,-1,Sport,5.6,1,95,61.82582,-149.1913
"Santa Cruz","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110515215/santa-cruz,1.3,-1,"Sport, TR","5.6 PG13",1,30,61.82582,-149.1913
"Rainbow Coalition","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119560158/rainbow-coalition,3.4,-1,Sport,5.6,1,90,61.82582,-149.1913
"Born to be Mild","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109165759/born-to-be-mild,3.2,-1,Sport,5.7,1,100,61.82582,-149.1913
"Second Sally","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110515224/second-sally,2.0,-1,"Trad, TR",5.7,1,30,61.82582,-149.1913
Unknown,"SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112166338/unknown,2.0,-1,Trad,5.7+,1,100,61.82582,-149.1913
Snowflake,"SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/106806467/snowflake,3.5,-1,Trad,5.8,1,150,61.82582,-149.1913
"Tinsel Moose","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109165766/tinsel-moose,1.8,-1,Trad,"5.8 R",2,200,61.82582,-149.1913
"Nice Hole","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110515237/nice-hole,2.0,-1,TR,5.8,1,30,61.82582,-149.1913
"Mr. Bill","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109165778/mr-bill,3.0,-1,Trad,5.9+,1,90,61.82582,-149.1913
"Thin As Ice","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/106807273/thin-as-ice,3.5,-1,Sport,5.10a,2,130,61.82582,-149.1913
"Possum Kingdom","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109165826/possum-kingdom,3.0,-1,Trad,5.10-,1,90,61.82582,-149.1913
"Poor Life Choices","SnowBird Slab/Cornerstone > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110647761/poor-life-choices,0.0,-1,Trad,"5.10 R",3,320,61.82582,-149.1913
Unknown,"Nugget Boulder > Lower Reed Valley Bouldering > Reed Lakes Bouldering > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109126390/unknown,2.0,-1,"Sport, Alpine","5.6 R",1,25,61.82295,-149.18261
Titanic,"Nugget Boulder > Lower Reed Valley Bouldering > Reed Lakes Bouldering > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109126497/titanic,3.2,-1,"Trad, Alpine",5.6,1,25,61.82295,-149.18261
"Mary Poppins","Nugget Boulder > Lower Reed Valley Bouldering > Reed Lakes Bouldering > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109126383/mary-poppins,2.2,-1,"Sport, Alpine","5.7 PG13",1,25,61.82295,-149.18261
"Almost Argyle","Nugget Boulder > Lower Reed Valley Bouldering > Reed Lakes Bouldering > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109126510/almost-argyle,1.8,-1,"Trad, Alpine",5.9,1,25,61.82295,-149.18261
"Banana Show","Nugget Boulder > Lower Reed Valley Bouldering > Reed Lakes Bouldering > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109126519/banana-show,2.6,-1,"Trad, TR, Alpine",5.11c,1,25,61.82295,-149.18261
"Zydeco Fool","Falcon Slab/Zydeco Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109230296/zydeco-fool,3.0,-1,"Trad, TR",5.8,1,105,61.83024,-149.1728
"King Ex","Falcon Slab/Zydeco Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109230456/king-ex,3.0,-1,"Trad, TR",5.9,1,105,61.83024,-149.1728
"Gapers on the pipe at dawn.","Two toke tower > Mile High Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109775837/gapers-on-the-pipe-at-dawn,3.5,-1,"Trad, Alpine",5.11,3,500,61.83447,-149.18112
"Colombia Carl","The Shield > Mile High Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119446479/colombia-carl,3.3,-1,"Trad, Alpine",5.10,1,80,61.83445,-149.1812
"Finding the Sean","The Shield > Mile High Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/115134136/finding-the-sean,3.3,-1,"Trad, Alpine",5.11-,2,220,61.83445,-149.1812
"The S.E.A.N.","The Shield > Mile High Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/115333153/the-sean,4.0,-1,"Trad, Boulder, Alpine","5.11+ V3-4",2,220,61.83445,-149.1812
"Half Mile High","Main Wall > Mile High Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/117390795/half-mile-high,4.0,-1,"Trad, Boulder, Alpine","5.12- V4",4,300,61.84498,-149.18451
"Cali Slit","Spirit Boulder Area > Mile High Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/122832868/cali-slit,2.0,-1,"Trad, Alpine",5.9-,1,,61.84444,-149.18534
"Zen Crack","Spradlin spire > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/122832903/zen-crack,3.0,-1,"Trad, TR, Alpine",5.9,1,,61.84235,-149.11374
"Brothers in Arms","Spradlin spire > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110653680/brothers-in-arms,3.0,-1,"Trad, Alpine",5.10,5,800,61.84235,-149.11374
"The Pig","The Barnyard > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110850480/the-pig,3.0,-1,"Trad, Alpine",5.9+,1,100,61.83077,-149.17245
"Unknown 3","Reed Creek Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112217126/unknown-3,0.0,-1,Trad,5.7,1,25,61.83041,-149.17507
Pickpocket,"Reed Creek Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110850600/pickpocket,2.0,-1,Trad,5.8,1,80,61.83041,-149.17507
"American Express","Reed Creek Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112217094/american-express,2.0,-1,"Trad, TR",5.8+,1,50,61.83041,-149.17507
"Unknown 2","Reed Creek Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112217118/unknown-2,1.0,-1,Trad,5.9,1,30,61.83041,-149.17507
Mastercard,"Reed Creek Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112217086/mastercard,2.0,-1,Sport,5.10-,1,35,61.83041,-149.17507
"After the Gold Rush","Reed Creek Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110864476/after-the-gold-rush,2.5,-1,Sport,5.10b/c,1,75,61.83041,-149.17507
Unknown,"Reed Creek Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112217101/unknown,1.0,-1,"Trad, TR",5.11,1,30,61.83041,-149.17507
"Weiner Dog Butts","Pulp Culture Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110864981/weiner-dog-butts,2.3,-1,"Sport, Alpine",5.7,1,80,61.82902,-149.17318
Paperback,"Pulp Culture Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113084099/paperback,2.0,-1,"Sport, Alpine",5.7,1,65,61.82902,-149.17318
"Pulp Culture","Pulp Culture Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110865110/pulp-culture,3.9,-1,"Trad, Alpine",5.8+,1,180,61.82902,-149.17318
"Bombay Deluxe","Pulp Culture Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110864872/bombay-deluxe,3.0,-1,"Trad, Alpine",5.9,1,150,61.82902,-149.17318
"Escape From the lemming Ranch","Inferno wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110964482/escape-from-the-lemming-ranch,4.0,-1,Trad,5.10b,1,100,61.82844,-149.17364
"Dirty D","Garden Party Buttress > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111999958/dirty-d,2.0,-1,"Trad, Alpine",5.7,1,110,61.81724,-149.20863
"Never Let You Go","Garden Party Buttress > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111999970/never-let-you-go,1.3,-1,"Trad, Alpine",5.7,1,110,61.81724,-149.20863
"Garden Party","Garden Party Buttress > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111999966/garden-party,1.0,-1,"Trad, Alpine",5.8,1,110,61.81724,-149.20863
"Chickenheads on a Chopping Board","The Crack Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112000014/chickenheads-on-a-chopping-board,2.0,-1,"Trad, Alpine",5.5,1,110,61.81689,-149.20903
"Caustic Community Crack","The Crack Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111999996/caustic-community-crack,3.6,-1,"Trad, Alpine",5.7,1,110,61.81689,-149.20903
"Gateway Variation","The Crack Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112000003/gateway-variation,2.0,-1,"Trad, Alpine",5.7,1,105,61.81689,-149.20903
"The Vertical Gardener","The Crack Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111999976/the-vertical-gardener,3.4,-1,"Trad, Alpine",5.8,1,115,61.81689,-149.20903
"The Apology Foot Rub","The Crack Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111999979/the-apology-foot-rub,3.8,-1,"Trad, Alpine",5.8,1,115,61.81689,-149.20903
"Tritonian Yeti Physics","The Crack Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111999985/tritonian-yeti-physics,2.8,-1,"Trad, Alpine",5.8,1,105,61.81689,-149.20903
"Smoked Bluffs","The Crack Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113442241/smoked-bluffs,2.0,-1,"Trad, Alpine",5.8,1,110,61.81689,-149.20903
"Accidental Corking","The Crack Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113442440/accidental-corking,2.3,-1,"Trad, Alpine",5.9,1,110,61.81689,-149.20903
"Turf War","The Crack Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111999990/turf-war,2.4,-1,"Trad, Alpine",5.10-,1,110,61.81689,-149.20903
"Prettier After Last Call","Hanging Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/116498052/prettier-after-last-call,1.0,-1,"Trad, Alpine",5.7,1,105,61.81717,-149.20896
"Adequate Fun For You","Hanging Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/116498132/adequate-fun-for-you,2.0,-1,"Trad, Alpine",5.7,1,150,61.81717,-149.20896
"Down & Dirty Dihedral","Hanging Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112043913/down-dirty-dihedral,2.7,-1,"Trad, Alpine",5.8,1,70,61.81717,-149.20896
"Broad Street Bully","Hanging Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113442449/broad-street-bully,2.5,-1,"Trad, Alpine",5.8,1,100,61.81717,-149.20896
"Flaked Out","Hanging Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113442495/flaked-out,2.0,-1,"Trad, Alpine",5.8,1,105,61.81717,-149.20896
"Dick Swagger Dihedral","Hanging Garden > The Crack Garden > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112043948/dick-swagger-dihedral,2.7,-1,"Trad, Alpine",5.10,1,105,61.81717,-149.20896
"The Jinx","Birds of Prey > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113101126/the-jinx,3.6,-1,"Trad, Alpine",5.8,1,85,61.83098,-149.18136
Curse,"Birds of Prey > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113154193/curse,2.8,-1,"Trad, TR, Alpine",5.8,1,75,61.83098,-149.18136
"Brazilian Sex Wax","Birds of Prey > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113099493/brazilian-sex-wax,3.0,-1,"Sport, Alpine",5.9,1,80,61.83098,-149.18136
"Birds of Prey","Birds of Prey > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113098033/birds-of-prey,3.6,-1,"Trad, Alpine",5.9+,1,90,61.83098,-149.18136
"The Heretic","Birds of Prey > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113154197/the-heretic,2.7,-1,"Trad, TR, Alpine",5.10,1,75,61.83098,-149.18136
"My 4-Legged Vulture","Monkey Face > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113244944/my-4-legged-vulture,3.5,-1,"Trad, Alpine",5.10a,1,95,61.84415,-149.16464
"Mauled by a Marmot","Monkey Face > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113245012/mauled-by-a-marmot,3.5,-1,"Trad, Alpine",5.10b,1,100,61.84415,-149.16464
"Black Magic","Monkey Face > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113244978/black-magic,3.0,-1,"Trad, Alpine",5.10c,1,100,61.84415,-149.16464
Astroclam,"Fatal Attraction Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113557463/astroclam,3.3,-1,Sport,5.10b,1,80,61.82882,-149.17199
"Cantankerous Cranksters","Fatal Attraction Wall > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/113456381/cantankerous-cranksters,2.8,-1,Trad,5.11a,4,350,61.82882,-149.17199
"unknown route","Mint hut > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/117788457/unknown-route,2.0,-1,"Trad, Alpine","5.7+ PG13",1,70,61.86062,-149.08916
"Northwest Ridge","Outpost Peak > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119623869/northwest-ridge,3.5,-1,"Trad, Alpine","5.4 PG13",1,1000,61.83873,-149.14378
"Hoping on a Hump","Good Hope Towers > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/122806127/hoping-on-a-hump,2.0,-1,"Trad, Aid","5.9+ A1",5,,61.82459,-149.14526
"Broken Ones","The Broken Ones > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/122828313/broken-ones,2.5,-1,Sport,5.12-,1,100,61.82781,-149.17605
"Eye of Sauron","Eye of Sauron > Reed Lakes Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/122843498/eye-of-sauron,0.5,-1,"Trad, Aid, Alpine","5.8 C1",3,400,61.80777,-149.18605
Slabbyville,"Independence Crag > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109080454/slabbyville,2.6,-1,"Sport, Alpine",5.9,1,90,61.79225,-149.29476
"Avoid the Noid","Independence Crag > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110861440/avoid-the-noid,2.9,-1,"Trad, Alpine",5.10a/b,1,95,61.79225,-149.29476
999,"Independence Crag > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110861454/999,2.9,-1,"Trad, Alpine",5.10b,1,100,61.79225,-149.29476
"24 Karat","Independence Crag > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114815184/24-karat,3.4,-1,"Trad, Alpine",5.10,1,,61.79225,-149.29476
TBD,"Independence Crag > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114815209/tbd,3.3,-1,"Trad, Alpine",5.10c,1,95,61.79225,-149.29476
"Harvest Mode","Independence Crag > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110861476/harvest-mode,3.3,-1,"Trad, Alpine","5.10+ PG13",1,105,61.79225,-149.29476
"23 Karat","Independence Crag > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114815122/23-karat,1.8,-1,"Trad, Alpine",5.10c/d,1,,61.79225,-149.29476
"Ivan the Impaler","Independence Crag > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111928446/ivan-the-impaler,3.5,-1,"Trad, Alpine",5.11a,1,100,61.79225,-149.29476
"Project: Steeptitude","Independence Crag > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114815197/project-steeptitude,2.0,-1,"Trad, Alpine",5.11+,1,,61.79225,-149.29476
"Loosey Goosey and the Zig Zags","Upper Tier walls > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109148624/loosey-goosey-and-the-zig-zags,2.0,-1,"Trad, Alpine",5.6,1,120,61.83738,-149.27022
"Route 2","Moai Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111992718/route-2,2.0,-1,"Sport, Alpine",5.6,1,90,61.83701,-149.27792
"Welcome to Easter Island","Moai Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111992711/welcome-to-easter-island,3.0,-1,"Trad, Alpine",5.7,1,90,61.83701,-149.27792
"Birdman Cult","Moai Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111992731/birdman-cult,3.0,-1,"Trad, Alpine",5.9+,1,,61.83701,-149.27792
"Rapa Nui","Moai Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111992723/rapa-nui,4.0,-1,"Sport, Alpine",5.10-,1,95,61.83701,-149.27792
"By Others","The Mine > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114947364/by-others,3.0,-1,"Trad, Alpine",5.8,1,,61.80328,-149.29063
"Gold Spot","The Mine > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114947323/gold-spot,3.0,-1,"Trad, Alpine",5.9,1,,61.80328,-149.29063
"No Bolts","The Mine > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114940362/no-bolts,2.0,-1,"Trad, Alpine",5.9+,1,200,61.80328,-149.29063
Paydirt,"The Mine > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/115133922/paydirt,3.0,-1,"Trad, Alpine",5.9+,3,300,61.80328,-149.29063
"Stellar Cruise","The Mine > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114947371/stellar-cruise,4.0,-1,"Trad, Alpine",5.10b,1,,61.80328,-149.29063
"Under the Drip","The Mine > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114940383/under-the-drip,4.0,-1,"Trad, Alpine",5.10d,1,,61.80328,-149.29063
"Up and At' em","The Mine > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/115133969/up-and-at-em,3.0,-1,"Trad, Alpine",5.10d,1,,61.80328,-149.29063
Goldrunner,"The Mine > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/115133989/goldrunner,4.0,-1,"Trad, Alpine",5.10d,1,,61.80328,-149.29063
"PWS Training Run","The Mine > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114947341/pws-training-run,3.0,-1,"Trad, Alpine",5.11a,1,220,61.80328,-149.29063
"Storm the Castle","Ramparts Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/121171465/storm-the-castle,3.0,-1,"Trad, Alpine",5.8,1,75,61.79244,-149.29836
Slabby,"Ramparts Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/117320702/slabby,3.0,-1,"Trad, Alpine",5.9,1,70,61.79244,-149.29836
"Shelter in place","Ramparts Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119240252/shelter-in-place,3.3,-1,"Trad, Alpine",5.9,2,130,61.79244,-149.29836
"Dead Marmot","Ramparts Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/117743238/dead-marmot,1.3,-1,"Sport, Alpine",5.9,1,80,61.79244,-149.29836
"Hand crack","Ramparts Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/114947811/hand-crack,1.0,-1,"Trad, Alpine",5.9+,1,,61.79244,-149.29836
"The Snowshoes of Eddie Phay","Ramparts Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/117314186/the-snowshoes-of-eddie-phay,3.0,-1,"Trad, Alpine",5.10a,1,80,61.79244,-149.29836
"Diggin It","Ramparts Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/115322530/diggin-it,3.0,-1,"Trad, Alpine",5.10b,3,250,61.79244,-149.29836
"Get your ass to the pass (GYATTP)","Ramparts Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/117319829/get-your-ass-to-the-pass-gyattp,3.0,-1,"Trad, Alpine",5.10b,2,180,61.79244,-149.29836
"Necessary Evil","Ramparts Wall > Independence Mine Bouldering and Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119067519/necessary-evil,3.0,-1,"Trad, Alpine",5.10b,1,70,61.79244,-149.29836
