Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Kibble 'n Bits","Punk Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/118011084/kibble-n-bits,3.0,-1,Sport,5.12,1,85,39.7373,-105.325
"Bits and Pieces","Punk Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/111699456/bits-and-pieces,3.1,-1,Sport,5.12c,1,90,39.7373,-105.325
"Wannabe Bolter","Wanna Be Wall > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106608069/wannabe-bolter,1.5,-1,Sport,5.8+,1,50,39.73756,-105.3246
"WannaBe Left or One","Wanna Be Wall > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107537967/wannabe-left-or-one,1.3,-1,Sport,5.10a,1,50,39.73756,-105.3246
"WanneBe Right or Two","Wanna Be Wall > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107537980/wannebe-right-or-two,1.1,-1,Sport,5.10c/d,1,50,39.73756,-105.3246
Hip-Or-Campus,"New Hipster Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108970920/hip-or-campus,1.7,-1,Sport,5.10a,1,50,39.74438,-105.25252
Hippersnapper,"New Hipster Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106093333/hippersnapper,1.1,-1,Sport,5.10d,1,45,39.74438,-105.25252
"Hip Service","New Hipster Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105953988/hip-service,1.7,-1,Sport,5.11-,1,40,39.74438,-105.25252
Hip-Op,"New Hipster Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105953998/hip-op,2.4,-1,Sport,5.11b,1,40,39.74438,-105.25252
Hypnotherapy,"New Hipster Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105953955/hypnotherapy,2.3,-1,Sport,5.11d,1,50,39.74438,-105.25252
"The Hipster","New Hipster Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105953979/the-hipster,3.4,-1,Sport,5.12a,1,40,39.74438,-105.25252
"Hip, Hip, Hurray","New Hipster Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105953967/hip-hip-hurray,2.3,-1,Sport,5.12b/c,1,40,39.74438,-105.25252
"Five and Dime","Convenience Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106016411/five-and-dime,2.7,-1,Sport,5.10,1,50,39.73889,-105.41411
"Self Serve","Convenience Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106016375/self-serve,2.4,-1,Sport,5.10d,1,,39.73889,-105.41411
Kwik-E-Mart,"Convenience Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106016391/kwik-e-mart,2.5,-1,Sport,5.11b,1,50,39.73889,-105.41411
"Pump and Run","Convenience Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106015826/pump-and-run,2.4,-1,Sport,5.11d,1,,39.73889,-105.41411
"Thank You, Come Again","Convenience Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106016383/thank-you-come-again,2.6,-1,Sport,5.12a,1,50,39.73889,-105.41411
"Kum & Go","Convenience Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107375436/kum-go,3.3,-1,Sport,5.12a,1,45,39.73889,-105.41411
"Breaking the Mold","Convenience Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106989055/breaking-the-mold,3.4,-1,Sport,5.12b,1,50,39.73889,-105.41411
Ti'ed,"Bionic Crag > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106143049/tied,1.0,-1,"Trad, Sport",5.11a/b,1,60,39.74133,-105.34998
Replicants,"Bionic Crag > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106140660/replicants,2.0,-1,"Trad, Sport",5.11b,1,55,39.74133,-105.34998
Cyborg,"Bionic Crag > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106141203/cyborg,2.0,-1,"Trad, Sport",5.11b,1,60,39.74133,-105.34998
"The Shaft","Bionic Crag > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106141214/the-shaft,2.0,-1,Sport,5.11b,1,50,39.74133,-105.34998
"Electric Sheep","Bionic Crag > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106140650/electric-sheep,2.0,-1,"Trad, Sport",5.11b/c,1,50,39.74133,-105.34998
"Blade Runner","Bionic Crag > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106140621/blade-runner,2.5,-1,Sport,5.12b,1,55,39.74133,-105.34998
"Magic Rat Tail","Elk Creek > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109686985/magic-rat-tail,1.0,-1,Sport,5.10b,1,70,39.74232,-105.33157
"Wolf Pack","Elk Creek > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109686966/wolf-pack,1.3,-1,Sport,5.11a,1,75,39.74232,-105.33157
Evolvlution,"Elk Creek > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109686974/evolvlution,1.3,-1,Sport,5.11a,1,80,39.74232,-105.33157
Council,"Elk Creek > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109687011/council,2.0,-1,Sport,5.11c,1,30,39.74232,-105.33157
Order,"Elk Creek > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109686994/order,2.0,-1,Sport,5.11d,1,40,39.74232,-105.33157
Levada,"The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106273826/levada,2.0,-1,Sport,5.8,1,80,39.75032,-105.24779
"Holiday Road","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106505012/holiday-road,2.2,-1,Sport,5.8,1,70,39.75032,-105.24779
"Venice Beach","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106506935/venice-beach,2.1,-1,Sport,5.8,1,75,39.75032,-105.24779
Ripple,"The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106509465/ripple,2.2,-1,Sport,5.8,1,75,39.75032,-105.24779
"Box of Rain","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106511980/box-of-rain,2.1,-1,Sport,5.8,1,75,39.75032,-105.24779
"Bear's Choice Easy Variation","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/113533817/bears-choice-easy-variation,1.8,-1,Sport,5.8+,1,75,39.75032,-105.24779
"Made In The Shade","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106210224/made-in-the-shade,3.0,-1,Sport,5.9-,1,125,39.75032,-105.24779
"Buckets of Rain","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108243323/buckets-of-rain,2.2,-1,Sport,5.9,1,50,39.75032,-105.24779
"The Whopper","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/111097367/the-whopper,2.3,-1,Sport,5.9,1,,39.75032,-105.24779
Berga,"The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/113699177/berga,2.5,-1,Sport,5.9,1,80,39.75032,-105.24779
"Ivy League","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106210078/ivy-league,2.4,-1,Sport,5.10a,1,50,39.75032,-105.24779
"Gondolier Arete","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106210217/gondolier-arete,2.4,-1,Sport,5.10a,1,55,39.75032,-105.24779
"Panama Red","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106210200/panama-red,2.7,-1,Sport,5.10-,1,50,39.75032,-105.24779
Beasto,"The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106243288/beasto,2.5,-1,Sport,5.10-,1,70,39.75032,-105.24779
Lambada,"The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106281067/lambada,2.4,-1,Sport,5.10a/b,1,60,39.75032,-105.24779
"Bear's Choice","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106518769/bears-choice,2.3,-1,Sport,5.10b,1,75,39.75032,-105.24779
"Batso Canal","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106220088/batso-canal,2.7,-1,Sport,5.10b/c,1,55,39.75032,-105.24779
"Turkey Jerky","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106210059/turkey-jerky,2.7,-1,Sport,5.10c,1,80,39.75032,-105.24779
"Cut Loose","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106531211/cut-loose,2.1,-1,Sport,5.11a,1,70,39.75032,-105.24779
Aretnophobia,"The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107156573/aretnophobia,2.7,-1,Sport,5.11a,1,70,39.75032,-105.24779
"Walking With A Ghost","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106210086/walking-with-a-ghost,3.4,-1,Sport,5.11b/c,1,55,39.75032,-105.24779
"Snake Eyes","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109585393/snake-eyes,3.0,-1,Sport,5.11b/c,1,60,39.75032,-105.24779
Desiderata,"Bumbling Stock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106250654/desiderata,2.3,-1,Sport,5.11,1,100,39.74102,-105.2601
"The Eddy (submitted as Unknown 5.9+)","Rapids Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106253178/the-eddy-submitted-as-unknown-59,1.8,-1,Sport,5.9,1,35,39.73764,-105.31775
Fleshwound,"Rapids Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106253170/fleshwound,1.0,-1,Sport,5.11d,1,50,39.73764,-105.31775
B.F.F.F.,"Rapids Rock > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106269847/bfff,3.5,-1,Sport,5.12b/c,1,50,39.73764,-105.31775
"The Chaser","The Twilight Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106310756/the-chaser,2.4,-1,Sport,5.11-,1,80,39.7499,-105.2478
"Freedom Fries","The Twilight Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106315445/freedom-fries,2.6,-1,Sport,5.11b,1,100,39.7499,-105.2478
"The Mind and the Matter","The Twilight Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106317806/the-mind-and-the-matter,2.4,-1,Sport,5.11,1,90,39.7499,-105.2478
Execution,"The Twilight Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106310770/execution,2.7,-1,Sport,5.11b/c,1,90,39.7499,-105.2478
"Shadow Play","The Twilight Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106311413/shadow-play,2.8,-1,Sport,5.11c,1,90,39.7499,-105.2478
Desperado,"The Twilight Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/122896974/desperado,3.0,-1,Sport,5.12c,1,40,39.7499,-105.2478
"Formula 45","A. 90 Second Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328558/formula-45,1.5,-1,Sport,5.12d,1,35,39.73769,-105.3204
Pervade,"G. Right Side > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328569/pervade,2.6,-1,Sport,5.10c,1,60,39.7378,-105.3202
"Night Stick","G. Right Side > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328578/night-stick,3.4,-1,Sport,5.11b,1,60,39.7378,-105.3202
Manifest,"F. Show Nuff Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328592/manifest,1.7,-1,Sport,5.8-,1,50,39.7376,-105.32059
"Show Nuff","F. Show Nuff Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328587/show-nuff,1.8,-1,Sport,5.10a,1,75,39.7376,-105.32059
"No Fruit","E. Addict's Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328606/no-fruit,0.6,-1,Sport,5.10a,1,65,39.7376,-105.3205
Addicts,"E. Addict's Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328611/addicts,2.4,-1,"Trad, Sport",5.10a/b,1,75,39.7376,-105.3205
Staff,"D. Pink Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328625/staff,1.6,-1,"Sport, TR",5.9,1,50,39.7376,-105.32059
"Man on a Wire","D. Pink Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108312110/man-on-a-wire,1.6,-1,Sport,5.10b,1,40,39.7376,-105.32059
"Renounce Action","D. Pink Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328620/renounce-action,1.2,-1,Sport,5.10+,1,50,39.7376,-105.32059
"Totality of Facts","C. Facts Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328634/totality-of-facts,1.6,-1,Sport,5.12a,1,45,39.73769,-105.32068
Indifference,"C. Facts Wall > Left Wire > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106328644/indifference,0.5,-1,Sport,5.12d,1,40,39.73769,-105.32068
"The Metal","268 Wall > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106401640/the-metal,3.0,-1,Sport,5.12b/c,1,40,39.74557,-105.28341
[Redacted],"Mourning Glory > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108991297/redacted,2.0,-1,Sport,"5.10- PG13",1,80,39.74519,-105.40409
"A Nice Change of Scenery","Mourning Glory > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108991342/a-nice-change-of-scenery,1.4,-1,Sport,5.10-,1,90,39.74519,-105.40409
"Sweet Tides","Mourning Glory > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106463652/sweet-tides,2.8,-1,Sport,5.11+,1,82,39.74519,-105.40409
"Pandora's Blue Sharpie","Mourning Glory > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109489890/pandoras-blue-sharpie,2.9,-1,Sport,5.11c/d,1,90,39.74519,-105.40409
"The Orange Monster","Mourning Glory > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/114228494/the-orange-monster,3.3,-1,Sport,5.12b,1,85,39.74519,-105.40409
"Unknown 11 (AKA Worm Skin)","Nightworm Pinnacle > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106466829/unknown-11-aka-worm-skin,2.2,-1,Sport,5.11a,1,80,39.74161,-105.34515
"Spinner Bait","The Guppy > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106650270/spinner-bait,2.0,-1,Sport,5.11d,1,60,39.73976,-105.41518
"50 Year Storm","Point Break > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106688653/50-year-storm,2.0,-1,Sport,5.9+,1,50,39.73904,-105.3124
"Jump or Jerk Off","Point Break > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106694795/jump-or-jerk-off,1.6,-1,Sport,5.10b,1,50,39.73904,-105.3124
"Vaya Con Dios, Brah!","Point Break > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106688661/vaya-con-dios-brah,2.7,-1,Sport,5.10+,1,50,39.73904,-105.3124
"Surfing Can Save Your Life","Point Break > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106694782/surfing-can-save-your-life,2.0,-1,Sport,5.10+,1,50,39.73904,-105.3124
Bodhisattva,"Point Break > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106689137/bodhisattva,1.4,-1,Sport,5.12a/b,1,50,39.73904,-105.3124
"Laughing With God","Point Break > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106688672/laughing-with-god,2.8,-1,Sport,5.12,1,50,39.73904,-105.3124
[Redacted],"Prestige Worldwide Wall > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107041827/redacted,2.5,-1,Sport,5.11b,1,50,39.74216,-105.3448
"F**king Catalina Wine Mixer","Prestige Worldwide Wall > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107049949/fking-catalina-wine-mixer,2.6,-1,Sport,5.11b,1,40,39.74216,-105.3448
"The Gilded Lady","Prestige Worldwide Wall > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107049968/the-gilded-lady,3.0,-1,Sport,5.12c,1,40,39.74216,-105.3448
"The Morning Poos","Breakfast Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107168846/the-morning-poos,2.4,-1,Sport,5.8+,1,70,39.73891,-105.4159
"Morning Wood","Breakfast Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107168853/morning-wood,2.5,-1,Sport,5.10b/c,1,50,39.73891,-105.4159
"Waffle House","Breakfast Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107115257/waffle-house,2.7,-1,Sport,5.10d,1,45,39.73891,-105.4159
"Pete's Kitchen","Breakfast Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107115274/petes-kitchen,2.9,-1,Sport,5.12a,1,45,39.73891,-105.4159
"Wild Bore","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107339757/wild-bore,2.4,-1,Sport,5.7,1,90,39.74058,-105.41393
"Steve's Wild Turkey Day","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107548990/steves-wild-turkey-day,2.5,-1,Sport,5.7,1,80,39.74058,-105.41393
Sylvester,"East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108766065/sylvester,2.1,-1,Sport,5.8,1,60,39.74058,-105.41393
"To the Ends of the Earth","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109164586/to-the-ends-of-the-earth,2.1,-1,Sport,5.9-,1,50,39.74058,-105.41393
Tweety,"East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108766049/tweety,2.1,-1,Sport,5.9,1,65,39.74058,-105.41393
"Fill In The Blanks","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109028752/fill-in-the-blanks,2.7,-1,Sport,5.9,1,70,39.74058,-105.41393
"Earth First","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109164421/earth-first,1.7,-1,Sport,5.9+,1,60,39.74058,-105.41393
"I Tawt I Taw A Puddy Tat","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108766058/i-tawt-i-taw-a-puddy-tat,2.0,-1,Sport,5.10a,1,65,39.74058,-105.41393
"Hunting Party","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108194669/hunting-party,2.1,-1,Sport,5.10b/c,1,50,39.74058,-105.41393
"Just A Smidgen Harder","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109289996/just-a-smidgen-harder,2.4,-1,Sport,5.10b/c,2,100,39.74058,-105.41393
"Planet Earth","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109164554/planet-earth,2.4,-1,Sport,5.10d,1,60,39.74058,-105.41393
"Another Earth","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109164582/another-earth,1.9,-1,Sport,5.10d,1,50,39.74058,-105.41393
"East Colfax","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107221945/east-colfax,2.0,-1,"Trad, Sport","5.11- PG13",1,110,39.74058,-105.41393
"Aurora Sports Park","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109290129/aurora-sports-park,2.4,-1,Sport,5.11-,1,70,39.74058,-105.41393
"Heaven & Earth","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109164404/heaven-earth,2.4,-1,Sport,5.11b,1,70,39.74058,-105.41393
"The Good Earth","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109164361/the-good-earth,2.6,-1,Sport,5.11c,1,70,39.74058,-105.41393
"Earth Mover","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109164387/earth-mover,1.5,-1,Sport,5.12a,1,70,39.74058,-105.41393
"All For One","East Colfax > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/121239824/all-for-one,2.3,-1,Sport,5.12a,1,40,39.74058,-105.41393
"East Berlin","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/111850850/east-berlin,1.8,-1,Sport,5.8,1,70,39.74583,-105.40496
"The Iron Curtain","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/111850796/the-iron-curtain,1.6,-1,Sport,5.8+,1,70,39.74583,-105.40496
Joyride,"The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/112190381/joyride,2.4,-1,Sport,5.9,1,45,39.74583,-105.40496
24,"The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108995850/24,1.4,-1,Sport,5.10a,1,80,39.74583,-105.40496
"Nomesayin (??)","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/112917904/nomesayin,1.7,-1,Sport,5.10+,1,45,39.74583,-105.40496
"Systemic Risk","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107860363/systemic-risk,2.1,-1,Sport,5.11b,1,50,39.74583,-105.40496
"Lot Lizards","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/112190397/lot-lizards,2.2,-1,Sport,5.11c,1,45,39.74583,-105.40496
"Large Marge","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/112190425/large-marge,2.6,-1,Sport,5.11d,1,40,39.74583,-105.40496
"Winner Takes It All","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/117235560/winner-takes-it-all,1.3,-1,Sport,5.11d,1,30,39.74583,-105.40496
"Glitter and Doom","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107860369/glitter-and-doom,2.3,-1,Sport,5.11d,1,50,39.74583,-105.40496
"Over the Top","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/110498003/over-the-top,2.7,-1,Sport,5.12a,1,35,39.74583,-105.40496
"Runaway Truck Ramp","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/110498012/runaway-truck-ramp,1.7,-1,Sport,5.12a,1,35,39.74583,-105.40496
"Joppa Road","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/112190418/joppa-road,2.2,-1,Sport,5.12a,1,40,39.74583,-105.40496
Colliding,"The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/112566963/colliding,2.3,-1,Sport,5.12b,1,30,39.74583,-105.40496
"Dump Truck","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/114350255/dump-truck,1.4,-1,Sport,5.12b,1,20,39.74583,-105.40496
"The Road","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/114350287/the-road,2.4,-1,Sport,5.12c,1,30,39.74583,-105.40496
Mirror,"The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/117375769/mirror,2.8,-1,Sport,5.12c,1,35,39.74583,-105.40496
"Bull Gurley","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/117659750/bull-gurley,1.7,-1,Sport,5.12c,1,35,39.74583,-105.40496
"Planetary Mirror (aka Just In Time?)","The Fiscal Cliff > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/117235544/planetary-mirror-aka-just-in-time,2.8,-1,Sport,5.12d,1,30,39.74583,-105.40496
"Try These Nachos","Stoked Bowl > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/107936543/try-these-nachos,1.3,-1,Sport,5.9+,1,60,39.7424,-105.4104
"Get Stoked","Stoked Bowl > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109569156/get-stoked,1.5,-1,Sport,5.10,1,75,39.7424,-105.4104
Hateraid,"Stoked Bowl > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109629723/hateraid,1.6,-1,Sport,5.11a,1,25,39.7424,-105.4104
"Haters Gunna Hate","Stoked Bowl > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109629853/haters-gunna-hate,2.0,-1,Sport,5.11a,1,,39.7424,-105.4104
"Don't Hate","Stoked Bowl > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/109300866/dont-hate,2.2,-1,Sport,5.12d,1,80,39.7424,-105.4104
"Tetherly Designs","Upper Wall > Real Hidden Valley > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108392496/tetherly-designs,1.6,-1,"Trad, Sport",5.10-,1,45,39.74389,-105.34597
"Tower Dogs","Upper Wall > Real Hidden Valley > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108392515/tower-dogs,2.2,-1,"Trad, Sport",5.10b,1,40,39.74389,-105.34597
Streakers,"Upper Wall > Real Hidden Valley > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108403797/streakers,1.0,-1,"Trad, Sport","5.10 PG13",1,50,39.74389,-105.34597
"Battle of the Bulge","Upper Wall > Real Hidden Valley > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108403832/battle-of-the-bulge,2.0,-1,"Trad, Sport",5.11d,1,40,39.74389,-105.34597
Tropicalia,"Real Hidden Valley > Real Hidden Valley > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108070944/tropicalia,0.8,-1,Sport,5.9,1,30,39.74303,-105.34678
"Paper Tiger","Real Hidden Valley > Real Hidden Valley > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108070797/paper-tiger,2.1,-1,Sport,5.10c,1,70,39.74303,-105.34678
"Clam Power","Real Hidden Valley > Real Hidden Valley > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108070843/clam-power,2.6,-1,Sport,5.10+,1,70,39.74303,-105.34678
Odelay,"Real Hidden Valley > Real Hidden Valley > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108070869/odelay,2.3,-1,Sport,5.10c/d,1,55,39.74303,-105.34678
Debra,"Real Hidden Valley > Real Hidden Valley > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/108070915/debra,2.4,-1,Sport,5.10d,1,70,39.74303,-105.34678
